feedback,errors,algorithm_used,framework,accuracy,model_identified,security_vulnerabilities,time_complexity,space_complexity,reliability,system_id
Khmer,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Mr,false,O(n log n),O(n),true,56-227-0064
Zulu,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Dr,true,O(n log n),O(n),false,71-597-1756
Tajik,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Rev,true,O(n log n),O(n),true,73-189-2174
Maltese,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Rev,false,O(n log n),O(n),true,69-742-9906
Marathi,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Rev,true,O(n log n),O(n),false,40-558-3351
Guaraní,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Rev,true,O(n log n),O(n),false,89-014-6784
Dutch,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Rev,false,O(n log n),O(n),false,56-946-3146
German,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1.0,Dr,false,O(n log n),O(n),false,16-755-1270
Lao,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Dr,false,O(n log n),O(n),true,72-608-1428
Azeri,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Dr,true,O(n log n),O(n),false,42-014-2974
Kashmiri,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Rev,true,O(n log n),O(n),false,56-357-8782
Telugu,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Dr,true,O(n log n),O(n),true,87-746-4651
Guaraní,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Honorable,true,O(n log n),O(n),true,23-739-5150
Marathi,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.7,Dr,false,O(n log n),O(n),false,36-221-8463
Bulgarian,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Ms,true,O(n log n),O(n),false,56-882-2429
West Frisian,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Ms,true,O(n log n),O(n),true,29-185-3096
Kannada,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mrs,false,O(n log n),O(n),false,76-477-8131
Malagasy,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Dr,true,O(n log n),O(n),false,16-001-1191
Greek,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Dr,true,O(n log n),O(n),false,94-537-1594
Hebrew,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Honorable,false,O(n log n),O(n),true,86-534-1589
Filipino,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Rev,true,O(n log n),O(n),false,96-328-4283
Pashto,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mr,true,O(n log n),O(n),true,92-103-7263
Greek,98,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Honorable,true,O(n log n),O(n),true,31-919-4772
Punjabi,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Mr,false,O(n log n),O(n),true,46-882-4997
Kyrgyz,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Honorable,false,O(n log n),O(n),true,08-640-2317
Georgian,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Honorable,true,O(n log n),O(n),false,88-096-9297
Nepali,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Dr,true,O(n log n),O(n),false,39-200-4934
Kannada,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Ms,false,O(n log n),O(n),false,79-378-8940
Tajik,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Mrs,true,O(n log n),O(n),true,77-229-2186
Arabic,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Dr,false,O(n log n),O(n),false,23-234-3565
Malay,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Mr,true,O(n log n),O(n),true,99-856-4999
Italian,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Rev,false,O(n log n),O(n),false,44-805-4333
Filipino,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Honorable,true,O(n log n),O(n),true,43-753-8676
Georgian,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Ms,true,O(n log n),O(n),true,95-374-5559
Danish,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Dr,true,O(n log n),O(n),false,42-069-2069
Māori,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Honorable,false,O(n log n),O(n),true,85-727-5395
Azeri,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Mr,false,O(n log n),O(n),true,77-584-4200
Haitian Creole,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Rev,true,O(n log n),O(n),true,06-011-8738
Tetum,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Mrs,false,O(n log n),O(n),false,62-642-3714
Korean,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Mrs,false,O(n log n),O(n),true,59-061-3798
Icelandic,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Honorable,false,O(n log n),O(n),false,56-627-5891
Macedonian,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Rev,true,O(n log n),O(n),true,82-095-0116
Irish Gaelic,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Mrs,true,O(n log n),O(n),false,38-143-1127
French,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Honorable,true,O(n log n),O(n),true,29-848-3411
Amharic,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Ms,true,O(n log n),O(n),false,48-154-9288
Oriya,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Mr,false,O(n log n),O(n),false,67-207-5908
Bosnian,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Dr,false,O(n log n),O(n),true,90-564-8451
German,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Rev,false,O(n log n),O(n),false,34-201-5127
Hindi,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Honorable,true,O(n log n),O(n),false,01-328-0265
Tajik,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Rev,true,O(n log n),O(n),true,28-795-6606
Catalan,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Dr,true,O(n log n),O(n),false,44-775-1880
Indonesian,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Honorable,false,O(n log n),O(n),true,18-508-4206
Guaraní,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Dr,false,O(n log n),O(n),true,81-156-4707
Tetum,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Dr,true,O(n log n),O(n),true,63-671-9326
Icelandic,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Honorable,true,O(n log n),O(n),true,14-294-0222
Kannada,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Ms,true,O(n log n),O(n),false,02-691-7343
Japanese,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Mrs,false,O(n log n),O(n),true,08-060-8447
Romanian,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Mrs,false,O(n log n),O(n),false,75-494-3366
Guaraní,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Dr,true,O(n log n),O(n),true,42-375-9076
Korean,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Honorable,false,O(n log n),O(n),true,15-426-3374
Swahili,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Dr,true,O(n log n),O(n),false,13-488-8617
Finnish,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Ms,false,O(n log n),O(n),true,74-913-6633
Czech,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Mrs,false,O(n log n),O(n),false,49-965-5025
Kyrgyz,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Rev,false,O(n log n),O(n),true,00-616-5721
French,94,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Rev,true,O(n log n),O(n),false,92-939-5153
Swahili,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Mrs,true,O(n log n),O(n),true,53-276-7632
Aymara,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Honorable,false,O(n log n),O(n),false,95-149-9096
Malay,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Dr,false,O(n log n),O(n),false,51-590-5024
Irish Gaelic,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Rev,true,O(n log n),O(n),true,67-317-0064
Kyrgyz,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Mrs,true,O(n log n),O(n),true,31-852-6698
Māori,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Honorable,true,O(n log n),O(n),true,31-349-5974
Filipino,67,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Mr,false,O(n log n),O(n),true,39-573-2160
Norwegian,88,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Rev,true,O(n log n),O(n),true,65-437-7213
Romanian,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Ms,true,O(n log n),O(n),true,43-841-3157
Armenian,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Rev,true,O(n log n),O(n),true,01-933-0697
Danish,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Ms,false,O(n log n),O(n),true,49-428-9681
Oriya,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Ms,true,O(n log n),O(n),false,70-369-0380
Filipino,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mr,true,O(n log n),O(n),false,30-199-4776
Amharic,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Mr,false,O(n log n),O(n),false,63-382-7028
Malagasy,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Ms,true,O(n log n),O(n),true,40-864-5651
Dari,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Mr,false,O(n log n),O(n),true,65-841-2644
Chinese,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Rev,true,O(n log n),O(n),true,26-618-2192
Thai,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Ms,true,O(n log n),O(n),false,06-926-8386
Dhivehi,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Mr,false,O(n log n),O(n),true,10-831-6148
Azeri,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Honorable,false,O(n log n),O(n),false,32-986-4905
Bulgarian,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Honorable,true,O(n log n),O(n),true,62-850-2216
Bulgarian,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Honorable,true,O(n log n),O(n),true,40-803-4825
Thai,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Ms,false,O(n log n),O(n),false,08-568-1358
New Zealand Sign Language,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Ms,false,O(n log n),O(n),true,07-353-8988
Danish,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Dr,true,O(n log n),O(n),true,55-561-7924
Fijian,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Ms,true,O(n log n),O(n),true,98-847-1757
Aymara,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Mr,true,O(n log n),O(n),false,60-661-7099
Macedonian,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Dr,true,O(n log n),O(n),true,91-547-5137
Tswana,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Dr,false,O(n log n),O(n),false,87-747-0898
Macedonian,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Honorable,false,O(n log n),O(n),true,50-026-7440
Māori,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Honorable,true,O(n log n),O(n),true,15-428-1658
Tok Pisin,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Rev,false,O(n log n),O(n),false,96-940-8239
Hebrew,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Rev,false,O(n log n),O(n),false,25-825-8587
Swahili,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Mrs,false,O(n log n),O(n),true,15-462-2448
English,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Mrs,true,O(n log n),O(n),true,46-619-5013
Filipino,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,false,O(n log n),O(n),true,87-226-4908
Gujarati,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Rev,true,O(n log n),O(n),true,49-884-4968
Tsonga,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Honorable,false,O(n log n),O(n),false,26-335-0254
Dutch,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Honorable,false,O(n log n),O(n),true,59-928-4273
Gagauz,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Mrs,false,O(n log n),O(n),false,88-329-8127
Amharic,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Mr,true,O(n log n),O(n),false,90-287-2961
Pashto,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Dr,false,O(n log n),O(n),true,59-505-7601
Montenegrin,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Dr,true,O(n log n),O(n),true,29-225-1087
Kazakh,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Honorable,false,O(n log n),O(n),true,57-101-8959
Thai,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Mr,false,O(n log n),O(n),true,01-792-0416
Macedonian,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Rev,false,O(n log n),O(n),false,16-627-7514
Punjabi,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Rev,true,O(n log n),O(n),false,13-694-1910
Zulu,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Dr,true,O(n log n),O(n),true,37-641-2339
Portuguese,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Dr,true,O(n log n),O(n),false,74-585-6475
Hungarian,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Rev,true,O(n log n),O(n),false,66-220-2145
Czech,94,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Ms,false,O(n log n),O(n),false,39-574-0062
Georgian,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Honorable,false,O(n log n),O(n),true,82-202-0797
Irish Gaelic,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Honorable,false,O(n log n),O(n),true,27-729-9481
Tsonga,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Honorable,true,O(n log n),O(n),true,94-412-6123
Maltese,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Rev,false,O(n log n),O(n),false,02-362-4257
Burmese,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Mr,true,O(n log n),O(n),true,83-470-8746
Greek,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Mrs,true,O(n log n),O(n),false,81-340-7640
Persian,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Mrs,true,O(n log n),O(n),true,74-613-9283
Portuguese,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Mrs,true,O(n log n),O(n),true,13-235-8032
Icelandic,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Mr,false,O(n log n),O(n),false,60-515-2399
Guaraní,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Honorable,false,O(n log n),O(n),true,19-397-3994
Spanish,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.13,Mr,true,O(n log n),O(n),false,29-718-0847
Icelandic,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Rev,true,O(n log n),O(n),false,29-955-1555
Bulgarian,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Honorable,true,O(n log n),O(n),false,80-604-3501
Chinese,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Honorable,false,O(n log n),O(n),true,82-319-0539
Māori,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Ms,true,O(n log n),O(n),false,15-284-9658
Croatian,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Honorable,false,O(n log n),O(n),false,32-447-3015
New Zealand Sign Language,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Rev,true,O(n log n),O(n),false,60-412-5964
Thai,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Dr,true,O(n log n),O(n),true,90-937-3246
Telugu,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Rev,false,O(n log n),O(n),true,94-042-6172
Bulgarian,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Mrs,true,O(n log n),O(n),false,48-800-5380
Spanish,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Rev,true,O(n log n),O(n),true,50-177-0505
Punjabi,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Dr,false,O(n log n),O(n),false,40-885-7615
Nepali,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Honorable,true,O(n log n),O(n),true,78-085-0697
French,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Honorable,false,O(n log n),O(n),true,71-077-0141
Irish Gaelic,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Mrs,false,O(n log n),O(n),false,07-473-0145
Portuguese,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Dr,false,O(n log n),O(n),true,97-046-1565
Tsonga,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Rev,false,O(n log n),O(n),true,73-957-6573
Marathi,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mrs,false,O(n log n),O(n),true,55-784-8590
Estonian,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Ms,true,O(n log n),O(n),false,05-219-2397
French,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Rev,false,O(n log n),O(n),true,93-447-2237
Māori,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Mr,false,O(n log n),O(n),false,64-193-3395
Dhivehi,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Mrs,false,O(n log n),O(n),false,14-127-3624
Hungarian,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Honorable,false,O(n log n),O(n),false,51-697-6382
Yiddish,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mr,false,O(n log n),O(n),false,61-818-9784
Gagauz,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Mr,true,O(n log n),O(n),false,68-220-2209
Spanish,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Mrs,true,O(n log n),O(n),true,29-720-5659
Swedish,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Mr,false,O(n log n),O(n),false,95-849-6644
Italian,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Mr,true,O(n log n),O(n),false,79-082-6862
Thai,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Rev,false,O(n log n),O(n),true,60-918-8886
Kannada,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Mrs,true,O(n log n),O(n),false,81-207-6061
Lithuanian,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Honorable,true,O(n log n),O(n),true,55-819-8114
Moldovan,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Mr,false,O(n log n),O(n),true,12-411-7814
Latvian,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Dr,true,O(n log n),O(n),false,25-745-4637
Armenian,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Rev,true,O(n log n),O(n),true,08-544-0987
Mongolian,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Honorable,true,O(n log n),O(n),true,56-722-8354
Georgian,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Mr,false,O(n log n),O(n),true,63-558-3907
Filipino,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Mr,false,O(n log n),O(n),false,75-832-4402
Belarusian,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Mr,true,O(n log n),O(n),false,32-607-1452
Haitian Creole,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Honorable,false,O(n log n),O(n),true,39-335-5070
Yiddish,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Honorable,false,O(n log n),O(n),true,25-539-0859
Burmese,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Mrs,true,O(n log n),O(n),true,50-348-4852
Swedish,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Mr,false,O(n log n),O(n),false,46-275-8091
Māori,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mr,true,O(n log n),O(n),true,86-984-4204
Persian,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Rev,false,O(n log n),O(n),true,98-788-1783
Pashto,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Mr,false,O(n log n),O(n),false,54-514-1608
Arabic,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Ms,false,O(n log n),O(n),true,84-012-8220
Amharic,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Mrs,true,O(n log n),O(n),false,26-354-4967
Zulu,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Mr,true,O(n log n),O(n),false,06-464-8235
Malay,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Mr,false,O(n log n),O(n),true,24-551-6341
Indonesian,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Rev,false,O(n log n),O(n),true,15-420-1536
Estonian,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Honorable,true,O(n log n),O(n),false,81-861-9681
Kazakh,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Ms,false,O(n log n),O(n),true,62-180-1806
Mongolian,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Honorable,false,O(n log n),O(n),true,81-332-3624
Sotho,98,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Mr,false,O(n log n),O(n),true,88-420-2212
Romanian,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Rev,false,O(n log n),O(n),false,06-150-4369
French,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Rev,false,O(n log n),O(n),false,28-610-0886
Kyrgyz,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Mr,true,O(n log n),O(n),false,69-114-9199
Macedonian,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mr,false,O(n log n),O(n),false,42-395-1691
Hungarian,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Mrs,false,O(n log n),O(n),false,85-967-7365
Macedonian,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Honorable,true,O(n log n),O(n),true,62-360-3143
Tetum,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Mr,true,O(n log n),O(n),false,64-786-4869
Quechua,88,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Honorable,false,O(n log n),O(n),true,56-489-3019
Somali,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Dr,true,O(n log n),O(n),false,44-620-4475
Assamese,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Honorable,false,O(n log n),O(n),false,20-831-4695
Assamese,67,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Ms,false,O(n log n),O(n),true,78-807-6482
