feedback,errors,algorithm_used,framework,accuracy,model_identified,security_vulnerabilities,time_complexity,space_complexity,reliability,system_id
Māori,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Honorable,true,O(n log n),O(n),false,89-084-5818
Persian,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Ms,true,O(n log n),O(n),false,48-670-1763
Hindi,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Mr,true,O(n log n),O(n),true,90-377-3067
Telugu,18,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Mrs,true,O(n log n),O(n),false,21-328-4962
Bosnian,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Rev,false,O(n log n),O(n),false,96-412-2212
German,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Rev,false,O(n log n),O(n),true,34-931-3243
Korean,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Mr,true,O(n log n),O(n),true,56-939-1712
Filipino,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Rev,false,O(n log n),O(n),false,42-101-7860
Finnish,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Mrs,false,O(n log n),O(n),true,75-066-5015
Arabic,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Honorable,true,O(n log n),O(n),true,14-989-8556
Assamese,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Ms,false,O(n log n),O(n),true,91-562-5304
Lao,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Mrs,false,O(n log n),O(n),false,66-137-3530
Finnish,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Rev,false,O(n log n),O(n),true,55-110-6298
Irish Gaelic,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Honorable,false,O(n log n),O(n),false,20-564-2515
Portuguese,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Dr,true,O(n log n),O(n),true,11-010-4016
Kyrgyz,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.44,Dr,false,O(n log n),O(n),true,37-433-5370
Bulgarian,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Dr,false,O(n log n),O(n),false,58-509-6460
Tetum,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Rev,false,O(n log n),O(n),true,31-809-4221
Guaraní,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Honorable,false,O(n log n),O(n),false,89-071-3061
Latvian,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Honorable,true,O(n log n),O(n),false,00-685-8025
Persian,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Mr,false,O(n log n),O(n),false,14-101-3549
Yiddish,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Honorable,false,O(n log n),O(n),false,83-597-6375
Yiddish,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Mrs,false,O(n log n),O(n),false,19-097-7260
Catalan,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Dr,true,O(n log n),O(n),true,18-998-1024
Indonesian,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Dr,false,O(n log n),O(n),false,35-262-9419
Gujarati,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Mrs,true,O(n log n),O(n),false,79-873-8509
Sotho,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mrs,true,O(n log n),O(n),true,56-607-3822
Dutch,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Mrs,false,O(n log n),O(n),false,95-065-2206
Mongolian,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Rev,true,O(n log n),O(n),false,58-485-6908
West Frisian,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Mrs,true,O(n log n),O(n),false,66-131-7655
Marathi,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Dr,false,O(n log n),O(n),true,06-487-0133
New Zealand Sign Language,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Mrs,false,O(n log n),O(n),true,39-450-4930
New Zealand Sign Language,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Mr,false,O(n log n),O(n),true,63-970-2232
Korean,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Dr,true,O(n log n),O(n),true,80-373-7769
German,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Mr,false,O(n log n),O(n),false,50-788-3509
Swati,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Mr,false,O(n log n),O(n),false,99-624-6070
Kashmiri,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Mr,false,O(n log n),O(n),false,47-364-9209
Bengali,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Mrs,true,O(n log n),O(n),false,51-391-1200
Yiddish,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Dr,true,O(n log n),O(n),true,08-090-6867
New Zealand Sign Language,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Ms,true,O(n log n),O(n),true,09-494-7053
Aymara,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Ms,false,O(n log n),O(n),false,20-985-1604
Somali,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Mr,false,O(n log n),O(n),false,09-460-9230
Swati,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Honorable,true,O(n log n),O(n),false,24-684-8029
Oriya,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Mr,false,O(n log n),O(n),false,06-265-4335
Kurdish,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Mr,true,O(n log n),O(n),false,57-748-9988
Filipino,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Ms,false,O(n log n),O(n),true,63-483-3926
Somali,28,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Mrs,false,O(n log n),O(n),false,62-108-8582
Tamil,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Honorable,true,O(n log n),O(n),true,03-149-9318
Quechua,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Ms,true,O(n log n),O(n),false,52-558-7234
Zulu,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Rev,true,O(n log n),O(n),true,81-800-9054
Macedonian,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Honorable,true,O(n log n),O(n),true,79-505-4821
West Frisian,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Ms,true,O(n log n),O(n),true,70-811-3835
Kashmiri,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Rev,true,O(n log n),O(n),false,96-880-7660
Zulu,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Mr,true,O(n log n),O(n),true,64-310-2114
Irish Gaelic,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Ms,true,O(n log n),O(n),true,23-093-4236
Croatian,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Mrs,false,O(n log n),O(n),false,90-609-7648
Tok Pisin,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Mr,true,O(n log n),O(n),true,89-963-8528
Montenegrin,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Mr,false,O(n log n),O(n),false,93-029-4968
Azeri,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Mrs,true,O(n log n),O(n),true,21-217-6126
Malagasy,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Ms,false,O(n log n),O(n),false,72-293-4589
Hungarian,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Ms,true,O(n log n),O(n),false,68-049-0493
Bosnian,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Honorable,false,O(n log n),O(n),false,24-741-0232
Montenegrin,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Mr,true,O(n log n),O(n),false,52-322-9246
Armenian,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Rev,true,O(n log n),O(n),false,65-215-4585
Greek,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Rev,false,O(n log n),O(n),true,87-921-7371
Bislama,88,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Ms,false,O(n log n),O(n),true,70-958-1299
Kurdish,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Honorable,true,O(n log n),O(n),false,06-600-2182
Azeri,14,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Mrs,true,O(n log n),O(n),false,79-439-6889
Swahili,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Dr,false,O(n log n),O(n),true,62-981-2741
Malayalam,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Rev,true,O(n log n),O(n),true,64-238-2033
Punjabi,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mrs,true,O(n log n),O(n),false,28-059-7445
Azeri,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Mr,true,O(n log n),O(n),false,51-944-8805
Kannada,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Ms,false,O(n log n),O(n),false,55-199-5334
Georgian,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Honorable,false,O(n log n),O(n),false,68-130-0507
Nepali,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Mrs,true,O(n log n),O(n),false,83-987-1335
Tetum,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Honorable,true,O(n log n),O(n),true,11-457-1712
Bosnian,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Mr,false,O(n log n),O(n),true,13-325-7903
Luxembourgish,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Rev,true,O(n log n),O(n),false,51-790-5898
Indonesian,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Ms,false,O(n log n),O(n),false,80-833-5117
Fijian,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Honorable,true,O(n log n),O(n),false,21-964-4368
Montenegrin,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Mr,true,O(n log n),O(n),true,94-624-2483
Amharic,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mr,false,O(n log n),O(n),false,65-416-9271
Fijian,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Rev,false,O(n log n),O(n),false,10-538-0329
Montenegrin,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Rev,false,O(n log n),O(n),true,29-182-3413
Fijian,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Honorable,true,O(n log n),O(n),false,55-740-2404
Tetum,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Mrs,true,O(n log n),O(n),true,69-865-9644
Greek,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Honorable,false,O(n log n),O(n),true,02-993-1140
Irish Gaelic,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Mr,false,O(n log n),O(n),false,83-526-9693
Hebrew,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Rev,true,O(n log n),O(n),false,96-687-1794
Oriya,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Ms,false,O(n log n),O(n),false,83-554-3533
Khmer,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Mr,true,O(n log n),O(n),false,98-725-3725
Marathi,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Rev,true,O(n log n),O(n),true,03-510-6436
Croatian,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Dr,true,O(n log n),O(n),true,77-059-1312
Tajik,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Dr,true,O(n log n),O(n),false,29-628-5033
Icelandic,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Dr,true,O(n log n),O(n),true,08-285-5693
Tok Pisin,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Honorable,false,O(n log n),O(n),true,11-386-3917
Maltese,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Dr,true,O(n log n),O(n),false,71-533-5954
Afrikaans,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Rev,false,O(n log n),O(n),false,66-685-0198
Kashmiri,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Dr,false,O(n log n),O(n),true,00-947-6544
Lao,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Rev,true,O(n log n),O(n),false,48-964-7750
Arabic,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Ms,false,O(n log n),O(n),false,03-283-5027
Luxembourgish,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Mr,true,O(n log n),O(n),false,77-121-3766
Macedonian,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Honorable,true,O(n log n),O(n),false,97-728-5776
Amharic,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Dr,false,O(n log n),O(n),true,61-495-9819
Māori,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Mr,false,O(n log n),O(n),true,59-771-8413
Afrikaans,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Honorable,false,O(n log n),O(n),false,30-127-8856
Moldovan,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Ms,true,O(n log n),O(n),false,60-942-9400
Korean,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Mrs,false,O(n log n),O(n),false,71-576-8899
Finnish,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Ms,false,O(n log n),O(n),false,59-346-8328
Hebrew,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Dr,true,O(n log n),O(n),true,56-442-1987
Hindi,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Mr,true,O(n log n),O(n),false,17-614-8656
Malagasy,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Honorable,true,O(n log n),O(n),false,55-228-8868
Dutch,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.13,Honorable,false,O(n log n),O(n),false,13-401-2959
Quechua,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Mr,true,O(n log n),O(n),false,35-046-1551
Bulgarian,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Mr,false,O(n log n),O(n),true,06-978-9618
Portuguese,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Honorable,true,O(n log n),O(n),true,34-109-9795
Filipino,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Mrs,true,O(n log n),O(n),true,73-578-7169
Azeri,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Ms,true,O(n log n),O(n),true,30-308-2301
Korean,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Mr,true,O(n log n),O(n),true,79-030-0869
Latvian,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Rev,false,O(n log n),O(n),true,16-995-3359
Dzongkha,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Honorable,true,O(n log n),O(n),true,39-921-2575
Georgian,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Mr,true,O(n log n),O(n),true,88-050-9016
Lithuanian,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Honorable,true,O(n log n),O(n),true,74-968-4684
Spanish,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Mrs,true,O(n log n),O(n),false,14-556-5513
French,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Rev,false,O(n log n),O(n),false,37-840-4660
Malayalam,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Mrs,true,O(n log n),O(n),false,52-167-8843
Papiamento,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Honorable,true,O(n log n),O(n),true,57-104-7936
Mongolian,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Ms,true,O(n log n),O(n),false,71-890-3128
Maltese,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Ms,true,O(n log n),O(n),true,06-825-7427
Bislama,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Dr,true,O(n log n),O(n),true,01-076-0276
Afrikaans,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Dr,true,O(n log n),O(n),false,67-685-5578
Armenian,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Mrs,false,O(n log n),O(n),true,26-389-5664
German,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Ms,true,O(n log n),O(n),true,50-695-6696
Hebrew,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Ms,true,O(n log n),O(n),false,92-075-4537
Northern Sotho,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Dr,true,O(n log n),O(n),false,87-157-0593
Finnish,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Dr,true,O(n log n),O(n),true,59-925-3465
Filipino,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Mrs,true,O(n log n),O(n),false,25-425-5231
Persian,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Rev,true,O(n log n),O(n),false,72-087-9487
Lao,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Honorable,true,O(n log n),O(n),false,68-967-6141
Northern Sotho,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Rev,true,O(n log n),O(n),true,97-220-0335
Malayalam,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Honorable,false,O(n log n),O(n),false,07-640-3655
Telugu,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mr,false,O(n log n),O(n),true,96-893-0039
Filipino,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Rev,false,O(n log n),O(n),false,12-910-7487
Maltese,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Dr,true,O(n log n),O(n),false,20-678-7508
Czech,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Mrs,true,O(n log n),O(n),true,81-903-5181
Croatian,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Ms,true,O(n log n),O(n),false,10-484-1699
Dzongkha,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Honorable,false,O(n log n),O(n),false,59-065-8462
Swati,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Rev,false,O(n log n),O(n),true,51-769-7836
Tswana,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Honorable,false,O(n log n),O(n),false,08-253-7295
Japanese,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Rev,true,O(n log n),O(n),true,14-593-8168
Swedish,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Mr,true,O(n log n),O(n),false,45-363-8091
Dhivehi,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mr,false,O(n log n),O(n),true,64-438-2578
Oriya,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Mrs,true,O(n log n),O(n),true,49-485-8144
Swahili,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Rev,false,O(n log n),O(n),false,10-173-3456
Norwegian,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Mr,true,O(n log n),O(n),false,25-138-0674
Khmer,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Ms,false,O(n log n),O(n),false,20-286-8283
Haitian Creole,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Honorable,true,O(n log n),O(n),false,90-841-0768
Hebrew,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Honorable,true,O(n log n),O(n),true,30-768-3656
Swahili,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Dr,true,O(n log n),O(n),true,26-488-8313
Sotho,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Honorable,true,O(n log n),O(n),true,81-490-3230
Albanian,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Mr,true,O(n log n),O(n),true,03-961-5740
Estonian,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Honorable,true,O(n log n),O(n),true,03-221-8730
Somali,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Ms,false,O(n log n),O(n),false,89-221-6632
Lao,14,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Honorable,false,O(n log n),O(n),true,65-072-1887
Swahili,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Mr,false,O(n log n),O(n),false,50-983-2745
Arabic,18,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Honorable,false,O(n log n),O(n),false,35-746-4116
Sotho,28,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Mrs,true,O(n log n),O(n),false,60-363-4797
Malayalam,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Dr,false,O(n log n),O(n),true,85-747-8095
Telugu,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Honorable,true,O(n log n),O(n),true,83-502-7140
New Zealand Sign Language,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Rev,false,O(n log n),O(n),true,63-015-1397
West Frisian,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Mr,false,O(n log n),O(n),true,94-749-4321
German,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Rev,true,O(n log n),O(n),false,68-610-1902
Tajik,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Mr,true,O(n log n),O(n),true,67-804-3586
Swedish,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mr,false,O(n log n),O(n),true,44-486-4426
Zulu,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Mr,true,O(n log n),O(n),false,17-017-9662
Swedish,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Ms,false,O(n log n),O(n),true,77-109-6469
Filipino,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Rev,false,O(n log n),O(n),false,77-821-9594
Irish Gaelic,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Ms,true,O(n log n),O(n),true,53-381-9287
Tsonga,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Honorable,false,O(n log n),O(n),true,47-712-1587
Tok Pisin,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Mrs,true,O(n log n),O(n),true,73-567-8177
Portuguese,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Dr,false,O(n log n),O(n),false,97-102-6674
Indonesian,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Rev,false,O(n log n),O(n),false,92-073-0486
Assamese,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Rev,false,O(n log n),O(n),true,02-473-8827
Maltese,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Mr,true,O(n log n),O(n),false,23-070-5101
Kyrgyz,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Dr,true,O(n log n),O(n),false,75-906-9309
Filipino,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Dr,false,O(n log n),O(n),true,20-091-0234
Lithuanian,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Dr,false,O(n log n),O(n),true,16-263-6353
Swati,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Ms,true,O(n log n),O(n),false,69-393-0212
French,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Mr,true,O(n log n),O(n),false,21-568-0244
Telugu,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Honorable,false,O(n log n),O(n),true,89-628-4257
Hindi,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Mrs,false,O(n log n),O(n),true,45-673-7635
